,AUD,Indexed,BRL,Indexed,CHF,Indexed,CNY,Indexed,EUR,Indexed,GBP,Indexed,JPY,Indexed
2004-09-03,0.6900,0.9510,2.9285,0.6285,1.2713,1.2243,8.2767,1.0004,1.2052,0.8554,1.7759,0.9218,110.4700,0.9332
2004-09-07,0.6933,0.9465,2.9120,0.6320,1.2701,1.2255,8.2767,1.0004,1.2093,0.8525,1.7733,0.9231,109.3200,0.9430
2004-09-08,0.6970,0.9415,2.9020,0.6342,1.2624,1.2330,8.2767,1.0004,1.2164,0.8475,1.7882,0.9154,109.2200,0.9439
2004-09-09,0.6880,0.9538,2.9070,0.6331,1.2640,1.2314,8.2768,1.0004,1.2189,0.8458,1.7853,0.9169,109.6900,0.9398
2004-09-10,0.6968,0.9417,2.9020,0.6342,1.2560,1.2393,8.2766,1.0004,1.2282,0.8394,1.7979,0.9105,109.3300,0.9429
2004-09-13,0.6959,0.9430,2.9070,0.6331,1.2593,1.2360,8.2766,1.0004,1.2251,0.8415,1.7956,0.9117,110.1300,0.9361
2004-09-14,0.7030,0.9334,2.9150,0.6314,1.2581,1.2372,8.2767,1.0004,1.2268,0.8403,1.8001,0.9094,109.4000,0.9423
2004-09-15,0.6945,0.9449,2.9075,0.6330,1.2704,1.2252,8.2768,1.0004,1.2144,0.8489,1.7772,0.9211,110.3400,0.9343
2004-09-16,0.6988,0.9390,2.8910,0.6366,1.2713,1.2243,8.2766,1.0004,1.2154,0.8482,1.7909,0.9141,109.7500,0.9393
2004-09-17,0.6971,0.9413,2.8755,0.6401,1.2706,1.2250,8.2767,1.0004,1.2174,0.8468,1.7921,0.9135,109.9700,0.9374
2004-09-20,0.7006,0.9366,2.8640,0.6426,1.2729,1.2228,8.2767,1.0004,1.2172,0.8469,1.7880,0.9155,109.8700,0.9383
2004-09-21,0.7011,0.9360,2.8755,0.6401,1.2595,1.2358,8.2766,1.0004,1.2264,0.8406,1.7946,0.9122,109.9400,0.9377
2004-09-22,0.7075,0.9275,2.8710,0.6411,1.2608,1.2345,8.2766,1.0004,1.2261,0.8408,1.7949,0.9120,110.5300,0.9327
2004-09-23,0.7139,0.9192,2.8725,0.6407,1.2584,1.2369,8.2766,1.0004,1.2298,0.8383,1.8003,0.9093,110.3900,0.9339
2004-09-24,0.7139,0.9192,2.8670,0.6420,1.2638,1.2316,8.2766,1.0004,1.2256,0.8411,1.8031,0.9079,110.7200,0.9311
2004-09-27,0.7133,0.9199,2.8720,0.6408,1.2589,1.2364,8.2766,1.0004,1.2307,0.8377,1.8076,0.9056,111.1300,0.9277
2004-09-28,0.7160,0.9165,2.8650,0.6424,1.2613,1.2340,8.2766,1.0004,1.2306,0.8377,1.8105,0.9042,111.4800,0.9247
2004-09-29,0.7148,0.9180,2.8560,0.6444,1.2620,1.2334,8.2766,1.0004,1.2308,0.8376,1.7970,0.9110,110.9000,0.9296
2004-09-30,0.7244,0.9059,2.8640,0.6426,1.2471,1.2481,8.2766,1.0004,1.2417,0.8302,1.8090,0.9049,110.2000,0.9355
2004-10-01,0.7232,0.9074,2.8400,0.6481,1.2496,1.2456,8.2766,1.0004,1.2400,0.8314,1.7976,0.9107,110.4500,0.9334
2004-10-04,0.7207,0.9105,2.8240,0.6517,1.2663,1.2292,8.2766,1.0004,1.2274,0.8399,1.7827,0.9183,111.1300,0.9277
2004-10-05,0.7232,0.9074,2.8230,0.6520,1.2620,1.2334,8.2766,1.0004,1.2316,0.8370,1.7828,0.9182,111.2100,0.9270
2004-10-06,0.7236,0.9069,2.8370,0.6487,1.2638,1.2316,8.2766,1.0004,1.2298,0.8383,1.7790,0.9202,111.3400,0.9259
2004-10-07,0.7267,0.9030,2.8545,0.6448,1.2645,1.2309,8.2766,1.0004,1.2286,0.8391,1.7822,0.9185,111.1500,0.9275
2004-10-08,0.7352,0.8925,2.8175,0.6532,1.2488,1.2464,8.2768,1.0004,1.2418,0.8302,1.7935,0.9127,109.4400,0.9420
2004-10-12,0.7305,0.8983,2.8260,0.6513,1.2564,1.2389,8.2765,1.0004,1.2320,0.8368,1.7879,0.9156,109.7900,0.9390
2004-10-13,0.7235,0.9070,2.8410,0.6478,1.2600,1.2353,8.2765,1.0004,1.2271,0.8401,1.7890,0.9150,109.7800,0.9391
2004-10-14,0.7315,0.8971,2.8675,0.6418,1.2452,1.2500,8.2765,1.0004,1.2393,0.8318,1.7972,0.9109,109.6000,0.9406
2004-10-15,0.7317,0.8968,2.8570,0.6442,1.2327,1.2627,8.2765,1.0004,1.2478,0.8262,1.8048,0.9070,109.1400,0.9446
2004-10-18,0.7267,0.9030,2.8575,0.6441,1.2296,1.2659,8.2765,1.0004,1.2520,0.8234,1.8010,0.9089,109.2300,0.9438
2004-10-19,0.7285,0.9008,2.8760,0.6400,1.2298,1.2657,8.2765,1.0004,1.2515,0.8237,1.8039,0.9075,108.3600,0.9514
2004-10-20,0.7367,0.8907,2.8870,0.6375,1.2181,1.2778,8.2765,1.0004,1.2627,0.8164,1.8187,0.9001,108.1600,0.9531
2004-10-21,0.7390,0.8880,2.8510,0.6456,1.2168,1.2792,8.2765,1.0004,1.2622,0.8167,1.8297,0.8947,107.4300,0.9596
2004-10-22,0.7396,0.8872,2.8520,0.6453,1.2163,1.2797,8.2765,1.0004,1.2639,0.8156,1.8277,0.8957,107.4200,0.9597
2004-10-25,0.7476,0.8777,2.8820,0.6386,1.1982,1.2990,8.2765,1.0004,1.2783,0.8065,1.8404,0.8895,106.6100,0.9670
2004-10-26,0.7460,0.8796,2.8710,0.6411,1.2015,1.2955,8.2765,1.0004,1.2758,0.8080,1.8369,0.8912,106.6300,0.9668
2004-10-27,0.7460,0.8796,2.8600,0.6435,1.2053,1.2914,8.2765,1.0004,1.2725,0.8101,1.8323,0.8934,106.6700,0.9664
2004-10-28,0.7478,0.8775,2.8640,0.6426,1.1962,1.3012,8.2765,1.0004,1.2759,0.8080,1.8320,0.8936,106.0900,0.9717
2004-10-29,0.7468,0.8787,2.8520,0.6453,1.1988,1.2984,8.2766,1.0004,1.2746,0.8088,1.8345,0.8923,106.0400,0.9722
2004-11-01,0.7460,0.8796,2.8630,0.6429,1.2028,1.2941,8.2765,1.0004,1.2741,0.8091,1.8323,0.8934,106.4100,0.9688
2004-11-02,0.7447,0.8812,2.8435,0.6473,1.2075,1.2890,8.2764,1.0004,1.2703,0.8115,1.8385,0.8904,106.2900,0.9699
2004-11-03,0.7539,0.8704,2.8250,0.6515,1.1968,1.3006,8.2765,1.0004,1.2787,0.8062,1.8445,0.8875,106.2000,0.9707
2004-11-04,0.7585,0.8651,2.8120,0.6545,1.1858,1.3126,8.2765,1.0004,1.2883,0.8002,1.8440,0.8877,106.0200,0.9724
2004-11-05,0.7620,0.8612,2.8150,0.6538,1.1806,1.3184,8.2764,1.0004,1.2938,0.7968,1.8542,0.8829,105.6000,0.9762
2004-11-08,0.7578,0.8659,2.8330,0.6497,1.1798,1.3193,8.2765,1.0004,1.2936,0.7969,1.8564,0.8818,105.5700,0.9765
2004-11-09,0.7618,0.8614,2.8260,0.6513,1.1808,1.3182,8.2764,1.0004,1.2930,0.7973,1.8589,0.8806,105.5700,0.9765
2004-11-10,0.7592,0.8643,2.8180,0.6531,1.1792,1.3200,8.2765,1.0004,1.2925,0.7976,1.8476,0.8860,106.9100,0.9643
2004-11-12,0.7685,0.8539,2.7920,0.6592,1.1728,1.3272,8.2765,1.0004,1.2973,0.7947,1.8552,0.8824,105.5300,0.9769
2004-11-15,0.7719,0.8501,2.7910,0.6594,1.1787,1.3205,8.2765,1.0004,1.2944,0.7964,1.8480,0.8858,105.5300,0.9769
2004-11-16,0.7728,0.8491,2.7780,0.6625,1.1743,1.3255,8.2765,1.0004,1.2979,0.7943,1.8544,0.8828,105.3500,0.9785
2004-11-17,0.7833,0.8377,2.7600,0.6668,1.1650,1.3361,8.2765,1.0004,1.3031,0.7911,1.8580,0.8811,104.1800,0.9895
2004-11-18,0.7786,0.8428,2.7675,0.6650,1.1691,1.3314,8.2765,1.0004,1.2982,0.7941,1.8514,0.8842,104.2300,0.9891
2004-11-19,0.7852,0.8357,2.7753,0.6632,1.1585,1.3435,8.2765,1.0004,1.3059,0.7894,1.8600,0.8801,102.8000,1.0028
2004-11-22,0.7839,0.8371,2.7595,0.6670,1.1624,1.3390,8.2765,1.0004,1.3048,0.7901,1.8590,0.8806,103.2000,0.9989
2004-11-23,0.7860,0.8349,2.7490,0.6695,1.1581,1.3440,8.2765,1.0004,1.3090,0.7875,1.8713,0.8748,103.4200,0.9968
2004-11-24,0.7863,0.8345,2.7425,0.6711,1.1495,1.3541,8.2765,1.0004,1.3162,0.7832,1.8813,0.8701,102.9400,1.0015
2004-11-26,0.7903,0.8303,2.7277,0.6747,1.1389,1.3667,8.2765,1.0004,1.3288,0.7758,1.8965,0.8632,102.5800,1.0050
2004-11-29,0.7852,0.8357,2.7440,0.6707,1.1401,1.3652,8.2765,1.0004,1.3286,0.7759,1.8948,0.8639,102.6100,1.0047
2004-11-30,0.7723,0.8497,2.7310,0.6739,1.1421,1.3628,8.2765,1.0004,1.3259,0.7775,1.9073,0.8583,103.0400,1.0005
2004-12-01,0.7754,0.8463,2.7030,0.6809,1.1440,1.3606,8.2765,1.0004,1.3308,0.7746,1.9297,0.8483,102.7800,1.0030
2004-12-02,0.7769,0.8446,2.7285,0.6745,1.1512,1.3521,8.2765,1.0004,1.3268,0.7770,1.9225,0.8515,103.1100,0.9998
2004-12-03,0.7778,0.8437,2.6965,0.6826,1.1391,1.3664,8.2765,1.0004,1.3390,0.7699,1.9375,0.8449,102.5600,1.0052
2004-12-06,0.7748,0.8469,2.7170,0.6774,1.1381,1.3676,8.2765,1.0004,1.3431,0.7676,1.9423,0.8428,102.6800,1.0040
2004-12-07,0.7754,0.8463,2.7370,0.6725,1.1385,1.3671,8.2765,1.0004,1.3437,0.7672,1.9459,0.8413,102.7400,1.0034
2004-12-08,0.7545,0.8697,2.7610,0.6666,1.1585,1.3435,8.2765,1.0004,1.3252,0.7779,1.9283,0.8489,104.7400,0.9842
2004-12-09,0.7532,0.8712,2.7800,0.6621,1.1545,1.3482,8.2765,1.0004,1.3274,0.7766,1.9185,0.8533,104.9300,0.9825
2004-12-10,0.7495,0.8755,2.7780,0.6625,1.1613,1.3403,8.2765,1.0004,1.3224,0.7796,1.9134,0.8555,105.4500,0.9776
2004-12-13,0.7592,0.8643,2.7600,0.6668,1.1534,1.3495,8.2767,1.0004,1.3309,0.7746,1.9235,0.8511,104.6700,0.9849
2004-12-14,0.7566,0.8673,2.7678,0.6650,1.1566,1.3458,8.2765,1.0004,1.3280,0.7763,1.9239,0.8509,105.5900,0.9763
2004-12-15,0.7652,0.8576,2.7350,0.6729,1.1393,1.3662,8.2765,1.0004,1.3429,0.7677,1.9446,0.8418,104.0200,0.9911
2004-12-16,0.7563,0.8676,2.7350,0.6729,1.1555,1.3470,8.2765,1.0004,1.3287,0.7759,1.9375,0.8449,104.3600,0.9878
2004-12-17,0.7607,0.8626,2.7130,0.6784,1.1571,1.3452,8.2765,1.0004,1.3295,0.7754,1.9390,0.8442,104.2800,0.9886
2004-12-20,0.7644,0.8585,2.6840,0.6857,1.1482,1.3556,8.2765,1.0004,1.3396,0.7696,1.9482,0.8403,104.0100,0.9912
2004-12-21,0.7660,0.8567,2.6890,0.6845,1.1526,1.3504,8.2765,1.0004,1.3377,0.7707,1.9263,0.8498,104.3300,0.9881
2004-12-22,0.7656,0.8571,2.7040,0.6807,1.1525,1.3505,8.2765,1.0004,1.3390,0.7699,1.9125,0.8559,103.9500,0.9917
2004-12-23,0.7654,0.8573,2.6930,0.6834,1.1444,1.3601,8.2765,1.0004,1.3491,0.7641,1.9193,0.8529,103.7100,0.9940
2004-12-24,0.7689,0.8534,2.6900,0.6842,1.1423,1.3626,8.2765,1.0004,1.3536,0.7616,1.9236,0.8510,103.6500,0.9946
2004-12-27,0.7777,0.8438,2.6940,0.6832,1.1351,1.3712,8.2765,1.0004,1.3625,0.7566,1.9369,0.8452,102.9700,1.0012
2004-12-28,0.7787,0.8427,2.6900,0.6842,1.1338,1.3728,8.2765,1.0004,1.3621,0.7568,1.9316,0.8475,103.1300,0.9996
2004-12-29,0.7709,0.8512,2.6825,0.6861,1.1370,1.3690,8.2765,1.0004,1.3568,0.7598,1.9157,0.8545,104.1900,0.9894
2004-12-30,0.7785,0.8429,2.6510,0.6943,1.1342,1.3723,8.2765,1.0004,1.3623,0.7567,1.9220,0.8517,103.1100,0.9998
2004-12-31,0.7805,0.8407,2.6550,0.6932,1.1412,1.3639,8.2765,1.0004,1.3538,0.7615,1.9160,0.8544,102.6800,1.0040
2005-01-03,0.7790,0.8424,2.6695,0.6895,1.1466,1.3575,8.2765,1.0004,1.3476,0.7650,1.9058,0.8590,102.8300,1.0025
2005-01-04,0.7668,0.8558,2.7020,0.6812,1.1674,1.3333,8.2765,1.0004,1.3295,0.7754,1.8834,0.8692,104.2700,0.9887
2005-01-05,0.7678,0.8546,2.6970,0.6824,1.1673,1.3334,8.2765,1.0004,1.3292,0.7756,1.8875,0.8673,103.9500,0.9917
2005-01-06,0.7612,0.8621,2.7190,0.6769,1.1733,1.3266,8.2765,1.0004,1.3187,0.7818,1.8751,0.8730,104.8700,0.9830
2005-01-07,0.7580,0.8657,2.7095,0.6793,1.1859,1.3125,8.2765,1.0004,1.3062,0.7892,1.8702,0.8753,104.9300,0.9825
2005-01-10,0.7596,0.8639,2.6955,0.6828,1.1792,1.3200,8.2765,1.0004,1.3109,0.7864,1.8751,0.8730,104.3200,0.9882
2005-01-11,0.7642,0.8587,2.7120,0.6787,1.1758,1.3238,8.2765,1.0004,1.3161,0.7833,1.8796,0.8709,103.4200,0.9968
2005-01-12,0.7680,0.8544,2.6961,0.6827,1.1649,1.3362,8.2765,1.0004,1.3281,0.7762,1.8932,0.8647,102.2600,1.0081
2005-01-13,0.7670,0.8555,2.6990,0.6819,1.1726,1.3274,8.2765,1.0004,1.3207,0.7806,1.8832,0.8693,102.5500,1.0053
2005-01-14,0.7586,0.8650,2.7040,0.6807,1.1821,1.3167,8.2765,1.0004,1.3106,0.7866,1.8695,0.8756,102.5000,1.0058
2005-01-18,0.7578,0.8659,2.7130,0.6784,1.1839,1.3147,8.2765,1.0004,1.3043,0.7904,1.8693,0.8757,102.3600,1.0071
2005-01-19,0.7606,0.8627,2.7040,0.6807,1.1833,1.3154,8.2765,1.0004,1.3036,0.7908,1.8742,0.8734,102.5200,1.0056
2005-01-20,0.7612,0.8621,2.7227,0.6760,1.1904,1.3075,8.2765,1.0004,1.2959,0.7955,1.8720,0.8745,103.3100,0.9979
2005-01-21,0.7712,0.8509,2.6902,0.6841,1.1853,1.3132,8.2765,1.0004,1.3049,0.7900,1.8740,0.8735,102.8500,1.0023
2005-01-24,0.7690,0.8533,2.6795,0.6869,1.1856,1.3128,8.2765,1.0004,1.3041,0.7905,1.8778,0.8718,102.6700,1.0041
2005-01-25,0.7650,0.8578,2.6860,0.6852,1.1960,1.3014,8.2765,1.0004,1.2954,0.7958,1.8647,0.8779,104.1600,0.9897
2005-01-26,0.7751,0.8466,2.6673,0.6900,1.1828,1.3159,8.2765,1.0004,1.3081,0.7881,1.8833,0.8692,102.9000,1.0018
2005-01-27,0.7756,0.8461,2.6635,0.6910,1.1859,1.3125,8.2765,1.0004,1.3032,0.7911,1.8866,0.8677,103.1500,0.9994
2005-01-28,0.7751,0.8466,2.6477,0.6951,1.1876,1.3106,8.2765,1.0004,1.3033,0.7910,1.8850,0.8684,103.4500,0.9965
2005-01-31,0.7759,0.8457,2.6115,0.7048,1.1877,1.3105,8.2765,1.0004,1.3049,0.7900,1.8850,0.8684,103.5500,0.9956
2005-02-01,0.7723,0.8497,2.6050,0.7065,1.1937,1.3039,8.2765,1.0004,1.3017,0.7920,1.8792,0.8711,103.9300,0.9919
2005-02-02,0.7737,0.8481,2.6175,0.7032,1.1949,1.3026,8.2765,1.0004,1.3015,0.7921,1.8826,0.8695,104.0500,0.9908
2005-02-03,0.7703,0.8519,2.6042,0.7067,1.2029,1.2940,8.2765,1.0004,1.2959,0.7955,1.8805,0.8705,104.5500,0.9860
2005-02-04,0.7725,0.8494,2.6000,0.7079,1.2059,1.2907,8.2765,1.0004,1.2927,0.7975,1.8850,0.8684,103.7000,0.9941
2005-02-07,0.7713,0.8508,2.6015,0.7075,1.2222,1.2735,8.2765,1.0004,1.2773,0.8071,1.8607,0.8798,104.6800,0.9848
2005-02-08,0.7669,0.8557,2.6310,0.6995,1.2203,1.2755,8.2765,1.0004,1.2783,0.8065,1.8570,0.8815,105.6500,0.9758
2005-02-09,0.7684,0.8540,2.6075,0.7058,1.2170,1.2790,8.2765,1.0004,1.2797,0.8056,1.8582,0.8810,105.8400,0.9740
2005-02-10,0.7826,0.8385,2.6110,0.7049,1.2087,1.2877,8.2765,1.0004,1.2882,0.8003,1.8708,0.8750,105.6900,0.9754
2005-02-11,0.7853,0.8356,2.6065,0.7061,1.2095,1.2869,8.2765,1.0004,1.2864,0.8014,1.8660,0.8773,105.7500,0.9748
2005-02-14,0.7892,0.8315,2.5820,0.7128,1.1975,1.2998,8.2765,1.0004,1.2981,0.7942,1.8917,0.8654,104.9400,0.9824
2005-02-15,0.7863,0.8345,2.5728,0.7154,1.1938,1.3038,8.2765,1.0004,1.2986,0.7939,1.8894,0.8664,104.4700,0.9868
2005-02-16,0.7819,0.8392,2.5910,0.7103,1.1911,1.3068,8.2765,1.0004,1.2994,0.7934,1.8780,0.8717,105.6200,0.9760
2005-02-17,0.7883,0.8324,2.5640,0.7178,1.1825,1.3163,8.2765,1.0004,1.3083,0.7880,1.8950,0.8639,105.4000,0.9781
2005-02-18,0.7878,0.8330,2.5660,0.7173,1.1822,1.3166,8.2765,1.0004,1.3075,0.7885,1.8949,0.8639,105.6900,0.9754
2005-02-22,0.7940,0.8264,2.5922,0.7100,1.1617,1.3398,8.2765,1.0004,1.3230,0.7792,1.9092,0.8574,104.1500,0.9898
2005-02-23,0.7860,0.8349,2.5800,0.7134,1.1638,1.3374,8.2765,1.0004,1.3208,0.7805,1.9066,0.8586,104.9600,0.9822
2005-02-24,0.7871,0.8337,2.6025,0.7072,1.1691,1.3314,8.2765,1.0004,1.3205,0.7807,1.9104,0.8569,105.4100,0.9780
2005-02-25,0.7853,0.8356,2.6265,0.7007,1.1686,1.3319,8.2765,1.0004,1.3195,0.7813,1.9149,0.8549,105.2100,0.9798
2005-02-28,0.7940,0.8264,2.5846,0.7121,1.1585,1.3435,8.2765,1.0004,1.3274,0.7766,1.9249,0.8504,104.2500,0.9889
2005-03-01,0.7847,0.8362,2.6103,0.7051,1.1654,1.3356,8.2765,1.0004,1.3189,0.7816,1.9206,0.8523,104.3700,0.9877
2005-03-02,0.7834,0.8376,2.6270,0.7006,1.1755,1.3241,8.2765,1.0004,1.3127,0.7853,1.9124,0.8560,104.7100,0.9845
2005-03-03,0.7842,0.8368,2.6980,0.6822,1.1787,1.3205,8.2765,1.0004,1.3130,0.7851,1.9098,0.8572,105.0200,0.9816
2005-03-04,0.7919,0.8286,2.6513,0.6942,1.1680,1.3326,8.2765,1.0004,1.3244,0.7784,1.9243,0.8507,104.4600,0.9869
2005-03-07,0.7925,0.8280,2.6539,0.6935,1.1757,1.3239,8.2765,1.0004,1.3203,0.7808,1.9159,0.8544,105.2200,0.9798
2005-03-08,0.7974,0.8229,2.6925,0.6836,1.1607,1.3410,8.2765,1.0004,1.3342,0.7727,1.9292,0.8485,104.5100,0.9864
2005-03-09,0.7930,0.8275,2.7186,0.6770,1.1608,1.3409,8.2765,1.0004,1.3384,0.7702,1.9239,0.8509,103.8700,0.9925
2005-03-10,0.7901,0.8305,2.7290,0.6744,1.1546,1.3481,8.2765,1.0004,1.3409,0.7688,1.9233,0.8511,104.1500,0.9898
2005-03-11,0.7936,0.8269,2.6975,0.6823,1.1501,1.3534,8.2765,1.0004,1.3465,0.7656,1.9261,0.8499,103.9300,0.9919
2005-03-14,0.7866,0.8342,2.7530,0.6685,1.1621,1.3394,8.2765,1.0004,1.3346,0.7724,1.9116,0.8564,105.0100,0.9817
2005-03-15,0.7894,0.8313,2.7755,0.6631,1.1651,1.3359,8.2765,1.0004,1.3315,0.7742,1.9134,0.8555,104.5400,0.9861
2005-03-16,0.7946,0.8258,2.7440,0.6707,1.1522,1.3509,8.2765,1.0004,1.3423,0.7680,1.9264,0.8498,104.1000,0.9903
2005-03-17,0.7935,0.8270,2.7345,0.6731,1.1563,1.3461,8.2765,1.0004,1.3373,0.7709,1.9240,0.8508,104.5700,0.9858
2005-03-18,0.7937,0.8268,2.7090,0.6794,1.1649,1.3362,8.2765,1.0004,1.3311,0.7745,1.9192,0.8530,104.7000,0.9846
2005-03-21,0.7866,0.8342,2.7220,0.6762,1.1785,1.3207,8.2765,1.0004,1.3165,0.7831,1.8974,0.8628,105.1000,0.9809
2005-03-22,0.7918,0.8287,2.7080,0.6797,1.1757,1.3239,8.2765,1.0004,1.3210,0.7804,1.8997,0.8617,104.9900,0.9819
2005-03-23,0.7747,0.8470,2.7455,0.6704,1.1953,1.3022,8.2765,1.0004,1.3005,0.7927,1.8712,0.8748,105.7600,0.9748
2005-03-24,0.7711,0.8510,2.7415,0.6713,1.1990,1.2982,8.2765,1.0004,1.2957,0.7956,1.8709,0.8750,106.2600,0.9702
2005-03-25,0.7719,0.8501,2.7385,0.6721,1.1998,1.2973,8.2765,1.0004,1.2954,0.7958,1.8684,0.8762,106.3200,0.9696
2005-03-28,0.7685,0.8539,2.7439,0.6708,1.2060,1.2906,8.2765,1.0004,1.2877,0.8006,1.8657,0.8774,107.2200,0.9615
2005-03-29,0.7715,0.8506,2.7053,0.6803,1.2034,1.2934,8.2765,1.0004,1.2913,0.7983,1.8752,0.8730,107.4900,0.9591
2005-03-30,0.7717,0.8503,2.6755,0.6879,1.1964,1.3010,8.2765,1.0004,1.2944,0.7964,1.8816,0.8700,107.3300,0.9605
2005-03-31,0.7729,0.8490,2.6660,0.6904,1.1952,1.3023,8.2765,1.0004,1.2969,0.7949,1.8888,0.8667,107.2200,0.9615
2005-04-01,0.7697,0.8525,2.6572,0.6926,1.2042,1.2926,8.2765,1.0004,1.2896,0.7994,1.8789,0.8713,107.5700,0.9584
2005-04-04,0.7670,0.8555,2.6570,0.6927,1.2108,1.2855,8.2765,1.0004,1.2838,0.8030,1.8733,0.8739,108.2800,0.9521
2005-04-05,0.7674,0.8551,2.6248,0.7012,1.2080,1.2885,8.2765,1.0004,1.2842,0.8028,1.8773,0.8720,108.4300,0.9508
2005-04-06,0.7658,0.8569,2.6023,0.7073,1.2061,1.2905,8.2765,1.0004,1.2868,0.8011,1.8787,0.8713,108.6700,0.9487
2005-04-07,0.7684,0.8540,2.5950,0.7092,1.2012,1.2958,8.2765,1.0004,1.2906,0.7988,1.8768,0.8722,108.4400,0.9507
2005-04-08,0.7726,0.8493,2.5910,0.7103,1.1985,1.2987,8.2765,1.0004,1.2912,0.7984,1.8824,0.8696,108.2600,0.9522
2005-04-11,0.7755,0.8462,2.5753,0.7147,1.1935,1.3041,8.2765,1.0004,1.2972,0.7947,1.8908,0.8658,107.7900,0.9564
2005-04-12,0.7734,0.8485,2.5980,0.7084,1.2037,1.2931,8.2765,1.0004,1.2873,0.8008,1.8842,0.8688,108.2600,0.9522
2005-04-13,0.7797,0.8416,2.5550,0.7204,1.2000,1.2971,8.2765,1.0004,1.2918,0.7980,1.8930,0.8648,107.3200,0.9606
2005-04-14,0.7715,0.8506,2.5710,0.7159,1.2135,1.2827,8.2765,1.0004,1.2819,0.8042,1.8806,0.8705,108.1800,0.9529
2005-04-15,0.7703,0.8519,2.5875,0.7113,1.2011,1.2959,8.2765,1.0004,1.2928,0.7974,1.8930,0.8648,107.6500,0.9576
2005-04-18,0.7664,0.8562,2.6190,0.7027,1.1857,1.3127,8.2765,1.0004,1.3037,0.7907,1.9052,0.8592,107.3900,0.9600
2005-04-19,0.7704,0.8518,2.5840,0.7123,1.1843,1.3143,8.2765,1.0004,1.3034,0.7909,1.9165,0.8542,107.0200,0.9633
2005-04-20,0.7755,0.8462,2.5600,0.7189,1.1797,1.3194,8.2765,1.0004,1.3080,0.7881,1.9197,0.8527,106.8200,0.9651
2005-04-21,0.7768,0.8447,2.5485,0.7222,1.1788,1.3204,8.2765,1.0004,1.3093,0.7874,1.9104,0.8569,106.8500,0.9648
2005-04-22,0.7819,0.8392,2.5339,0.7264,1.1821,1.3167,8.2765,1.0004,1.3068,0.7889,1.9151,0.8548,105.8500,0.9739
2005-04-25,0.7799,0.8414,2.5260,0.7286,1.1885,1.3096,8.2765,1.0004,1.2984,0.7940,1.9117,0.8563,105.6700,0.9756
2005-04-26,0.7792,0.8421,2.5420,0.7240,1.1894,1.3086,8.2765,1.0004,1.2964,0.7952,1.9040,0.8598,106.0300,0.9723
2005-04-27,0.7764,0.8452,2.5135,0.7322,1.1920,1.3058,8.2765,1.0004,1.2938,0.7968,1.9047,0.8595,105.9800,0.9727
2005-04-28,0.7795,0.8418,2.5230,0.7295,1.1918,1.3060,8.2765,1.0004,1.2916,0.7982,1.9097,0.8572,105.9700,0.9728
2005-04-29,0.7834,0.8376,2.5330,0.7266,1.1898,1.3082,8.2765,1.0004,1.2919,0.7980,1.9122,0.8561,104.6400,0.9852
2005-05-02,0.7796,0.8417,2.5147,0.7319,1.1980,1.2992,8.2765,1.0004,1.2857,0.8018,1.8959,0.8634,105.0700,0.9812
2005-05-03,0.7737,0.8481,2.5020,0.7356,1.1972,1.3001,8.2765,1.0004,1.2889,0.7998,1.8910,0.8657,105.1600,0.9803
2005-05-04,0.7777,0.8438,2.4750,0.7436,1.1927,1.3050,8.2765,1.0004,1.2936,0.7969,1.9000,0.8616,104.7700,0.9840
2005-05-05,0.7810,0.8402,2.4700,0.7451,1.1969,1.3004,8.2765,1.0004,1.2936,0.7969,1.9048,0.8594,104.4100,0.9874
2005-05-06,0.7763,0.8453,2.4668,0.7461,1.2058,1.2908,8.2765,1.0004,1.2832,0.8034,1.8920,0.8652,104.9300,0.9825
2005-05-09,0.7731,0.8488,2.4528,0.7504,1.2057,1.2910,8.2765,1.0004,1.2839,0.8029,1.8836,0.8691,105.5400,0.9768
2005-05-10,0.7757,0.8459,2.4742,0.7439,1.2010,1.2960,8.2765,1.0004,1.2877,0.8006,1.8828,0.8694,105.5300,0.9769
2005-05-11,0.7745,0.8473,2.4800,0.7421,1.2067,1.2899,8.2765,1.0004,1.2803,0.8052,1.8735,0.8738,105.7400,0.9749
2005-05-12,0.7679,0.8545,2.4610,0.7479,1.2152,1.2809,8.2765,1.0004,1.2706,0.8113,1.8650,0.8777,106.6800,0.9663
2005-05-13,0.7611,0.8622,2.4630,0.7473,1.2227,1.2730,8.2765,1.0004,1.2645,0.8153,1.8530,0.8834,107.1400,0.9622
2005-05-16,0.7565,0.8674,2.4780,0.7427,1.2223,1.2734,8.2765,1.0004,1.2630,0.8162,1.8368,0.8912,107.0200,0.9633
2005-05-17,0.7575,0.8663,2.4775,0.7429,1.2205,1.2753,8.2765,1.0004,1.2644,0.8153,1.8401,0.8896,107.1500,0.9621
2005-05-18,0.7598,0.8636,2.4625,0.7474,1.2189,1.2770,8.2765,1.0004,1.2660,0.8143,1.8382,0.8905,107.0500,0.9630
2005-05-19,0.7585,0.8651,2.4455,0.7526,1.2235,1.2722,8.2765,1.0004,1.2628,0.8164,1.8367,0.8913,107.4300,0.9596
2005-05-20,0.7550,0.8691,2.4525,0.7505,1.2335,1.2619,8.2765,1.0004,1.2553,0.8212,1.8246,0.8972,108.1700,0.9530
